Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,20
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,45
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,57
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,86
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,213
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,0-24,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,25-34,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,35-44,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,45-54,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,55-64,21
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,65-74,70
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,75-84,77
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,85+,112
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory failure,J96,All Ages,291
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,35-44,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,45-54,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,55-64,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,65-74,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,85+,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Respiratory arrest,R09.2,All Ages,21
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,21
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,18
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,RI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,49
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,0-24,
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,25-34,
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,35-44,11
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,45-54,18
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,55-64,81
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,65-74,201
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,75-84,287
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,85+,503
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,RI,COVID-19,COVID-19,U071,All Ages,1107
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,16
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,24
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,53
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,197
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,376
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,429
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,368
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1465
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,13
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,40
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,110
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,135
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,69
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,367
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,18
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,44
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,99
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,151
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,107
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,39
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,463
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,0-24,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,25-34,14
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,35-44,31
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,45-54,65
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,55-64,241
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,65-74,484
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,75-84,608
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,85+,419
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory failure,J96,All Ages,1867
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,35-44,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,45-54,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,55-64,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,65-74,19
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,75-84,40
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,85+,36
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,All Ages,109
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,32
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,59
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,60
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,43
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,206
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,0-24,
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,25-34,21
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,35-44,63
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,45-54,139
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,55-64,454
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,65-74,866
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,75-84,1093
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,85+,955
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SC,COVID-19,COVID-19,U071,All Ages,3598
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,12
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,26
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,25
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,30
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,50
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,149
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,12
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,24
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,14
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,55
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,18
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,12
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,10
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,56
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,0-24,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,25-34,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,35-44,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,45-54,12
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,55-64,19
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,65-74,37
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,75-84,45
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,85+,45
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory failure,J96,All Ages,164
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,35-44,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,45-54,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,55-64,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,65-74,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,85+,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Respiratory arrest,R09.2,All Ages,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,11
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,27
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
